category_cc	join_date	channel	name_cc	subscribers_cc	videos_cc	subscriber_rank_sb
Education	2016-04-23	UCfvl-1CHKqGN6wWdAYHVt_Q	Malumat Tube Officia...	1280000	196	8216.0
Music	2011-06-15	UCFkoPRmuxqr37jvGmmpzhzQ	MalumaVEVO	14700000	110	
Music	2009-05-12	UCziolmvFYFINWWde2a7Z_1Q	MaluVEVO	515655	92	
Music	2016-08-17	UCPRPBTVwR07HfzXswpKvYcg	Malvi Talavera	11200	36	
Howto & Style	2011-11-07	UCurIxpcdDLU8sgHKN2TXJHw	Malvika Sitlani	411236	356	36614.0
Entertainment	2014-10-03	UCgsRqo5sMdaOR5E90J_RnZw	Malwa Punjabi Cultur...	841000	3626	18983.0
Music	2015-05-07	UCOyASpmOj8uEYIOok7bQcYA	Malwa Records	1657451	388	7230.0
People & Blogs	2015-09-20	UCl5XECSF22dmKisgw5l6nrQ	Malwa Tractor worksh...	106849	103	142212.0
Sports	2012-07-20	UCcFdpPuTHVr3axcdSJuj9AA	Malwa TV	313000	4925	52479.0
Science & Technology	2014-03-28	UCVFXrUwuWxNlm6UNZtBLJ-A	MalwareAnalysisForHe...	12400	52	787763.0
Science & Technology	2007-07-22	UCRAxwkquV9-2NK5bmS_IHAQ	Malwarebytes	21600	145	546347.0
People & Blogs	2015-06-01	UCLDnEn-TxejaDB8qm2AUhHQ	MalwareTech	10900	34	875588.0
Music	2013-05-10	UC7k-jBEeSVP3bMYgm20ydqA	Malysheva Anastasia ...	21300	115	517684.0
Entertainment	2017-05-14	UCjLl-Mwc0VbgrdJiMnzi9Lg	Mama Africa - Africa...	26900	2181	278863.0
People & Blogs	2017-01-16	UCTjYCM26ovbTeJCKH17mj3A	MAMA CHAR BEAUTY	20600	44	583107.0
Entertainment	2018-04-06	UCVDWFfnAivYjMEtDSnvo3iA	Mama Cip	12200	77	529705.0
Entertainment	2016-06-06	UCBYICxLWQxaZOj56ReEFaLg	Mama DDG	470000	66	37594.0
Entertainment	2017-05-02	UCrPhcbDwqWRc-3tteE2BS6g	Mama Doctor Jones	193000	51	66659.0
People & Blogs	2013-12-11	UCSRlb1dm79tom9_f5eCeV6A	Mama Domisha	111000	244	151149.0
Music	2011-02-15	UCHl0OvS2BxzVbIBiegeATyg	Mama I'm A Criminal	846000	207	15377.0
Entertainment	2009-05-07	UCZPuxHW-V2DNrc9lo6fek3g	TRE & ALO	1080000	139	16070.0
Entertainment	2017-04-08	UC6AOrX7M39KLU_8YfHmqAuw	Tre Brooks	247000	74	73117.0
Music	2012-04-15	UCP8xJ6unkPznfPquwtJAlFQ	Tre Coast	156000	19	104474.0
Sports	2012-10-10	UCrOgQZYG0olMJaMlNQPjLYw	Tre Good	942000	641	18505.0
Comedy	2011-10-09	UCTpwJfKOMcaGOrVdccjnbQQ	Tré Melvin	3320000	187	3038.0
Howto & Style	2015-01-17	UCTmYp8kCTifan_xt8xyFJ0A	TRE VN	91802	24	182813.0
People & Blogs	2014-11-09	UC9QX4inGoil2ncH3dkoraEg	treacle tatts	90673	443	170315.0
People & Blogs	2014-02-26	UCojgigZML_nuNmtqPO-0rqQ	TREADER TUBE	12500	40	773815.0
Sports	2015-05-21	UCq5O2ZfzRQChMdahnpKpGVg	Treadmill TV	23671	140	444785.0
Gaming	2011-10-13	UCMdZGm6Q7Rm7PNRDGpvpoow	TreAndJ	62200	462	250287.0
People & Blogs	2013-02-22	UC_3ofY-6Tp53zl6cWcwy_rw	Treasure Books	16400	61	499064.0
People & Blogs	2018-01-11	UCUDUj4TH1fUmb0IvcyeOSWg	Treasure Hunt Toys	25100	168	371066.0
Entertainment	2016-05-02	UCjL8RB2T0AAidox0qkwjn4g	Treasure Hunting Wit...	158000	634	99305.0
Entertainment	2014-01-20	UC8LBzG3-OuwLRGYEdE1EgsA	Treasure Hustlers	12000	272	774669.0
Music	2012-01-06	UCVgCcrvBjlq91cOPGCsQmUw	Treasure Moua	10100	64	833590.0
People & Blogs	2015-06-18	UCnHRb1KM79qQGfXJtEETAbQ	Treasure Town	33300	315	323975.0
Entertainment	2018-07-09	UCCvAtceSyNDWjFg84Sw9tbg	Treasure X	43300	37	275489.0
People & Blogs	2013-09-16	UCKENugphvseylf-rFnaczKA	Treasured Inheritanc...	12000	190	816304.0
Howto & Style	2012-08-06	UCl5xJ1MmCky89xegbJDdwcQ	Treasurie	90900	79	163503.0
Autos & Vehicles	2015-02-04	UC_waukUAijzQZazpXJPx9Ag	Treats On The Street...	25928	87	446204.0
Music	2015-07-25	UCbPCDmtTU-W4SdA8abZtWpA	Motörhead Official	285720	46	58247.0
Music	2009-10-15	UCjBxOycbQY2lqDbIpqpN_xg	MotorheadVEVO	33600	11	402409.0
Autos & Vehicles	2017-07-23	UCg0iNj2krU0_bk4FNOTzeEQ	MotorHome	120000	90	131532.0
Autos & Vehicles	2012-01-24	UCMvxgh-2laWHApNnFFxJBMg	MotorhomeCampervan	42300	494	322646.0
Autos & Vehicles	2011-05-25	UCi_oXrIDO3zweLNFUDa0ZNg	Motoring Australia	29053	1414	435083.0
Autos & Vehicles	2011-09-11	UCgr_DVrZKwb0HJM7ME59TUg	MotoringMiddleEast	12700	776	803504.0
Autos & Vehicles	2009-09-04	UCM3fLq0sUL_dnCjwKeg3LGw	MotorManiaTV	48100	676	293414.0
Autos & Vehicles	2016-10-31	UCP2li9GKQKEtG-IPU8YHhqw	MOTORMINE	124665	290	131033.0
Autos & Vehicles	2011-09-25	UCX13wwdzipRhH001W3X0WyQ	Motormouth	127000	835	128684.0
Autos & Vehicles	2012-12-30	UCSXOsOIzeJqJb4h0QlimDww	MotorOctane	1265229	1038	10854.0
Autos & Vehicles	2015-11-27	UCQJTzCJD3HaB7NOc9gnd3bg	Motoroids	274000	612	56597.0
Entertainment	2006-01-25	UCJkBIeTewoQGgtviUe5LH_g	Motorola	291000	37	54526.0
Science & Technology	2015-05-25	UCo2M-E3Xd9oIQoznNfCDGcA	Motorola India	542000	214	33679.0
Science & Technology	2010-08-31	UC0m1vTIdYPbRrQVfXBMdqow	Motorola Solutions	11500	950	824104.0
Science & Technology	2016-06-29	UCEA_4MzH1eWg6Jbccca6bTw	Motorola US	59600	27	187764.0
Autos & Vehicles	2011-07-25	UCdEylbDbIi_WsYX7OvZdFiQ	MotorPress.ca	10676	261	871417.0
Autos & Vehicles	2016-01-28	UCK-Qw0A_PTG_oUkGq5plC0A	MotorProject	20400	175	543176.0
Autos & Vehicles	2016-07-23	UCiC0TxSkOwUyspNUfwR8yzw	Motors for the Masse...	17600	236	609355.0
Autos & Vehicles	2012-03-26	UCcF0RSkciyl2LVTQVFsHPUw	Motorservice Group	28379	297	393749.0
Autos & Vehicles	2009-11-24	UCGQjJlw4IOA7J6XdFB9ifFQ	MotorShow موتور...	20500	977	552884.0
Entertainment	2017-05-30	UCztIh384xM85AojZaW82RAA	ShlideTv	66000	61	184558.0
Howto & Style	2010-02-25	UCLVBPJcE-1ACRIM8y9AcWjg	Shlinda1	171000	568	101890.0
Music	2010-11-20	UCs2DBoMEWQgllBfnE036AXg	Shlomo Carlebach	16100	600	652117.0
Gaming	2018-04-21	UCwbcLdholPDNA0E05rFIxZQ	shloop	11600	166	786467.0
Gaming	2013-02-27	UCQyxlrOg3UQtiA-PUIqAbjA	Shlorox	145000	295	112353.0
Entertainment	2007-03-31	UCwHsnyWOaQNtrGjJKsTgegg	SHLowlight	40000	286	336128.0
Gaming	2016-12-28	UCOQbgXiIfG_8JY76HeFYaog	Shmeado	28322	44	444674.0
Autos & Vehicles	2006-07-07	UCIRgR4iANHI2taJdz8hjwLw	Shmee150	1850000	3768	7184.0
Film and Animation	2012-07-08	UCft0qjQFucG0oEzDmF5R8NA	shmollz2721	16800	95	660124.0
Gaming	2013-01-30	UCkMh5xnxfF1AYNx8WTXjXmQ	Shmolty	336000	126	49587.0
People & Blogs	2014-01-21	UCVtjlqiUgq55_knO6pYixDQ	SHMONEY GEEK	58200	508	237950.0
Howto & Style	2016-10-17	UC7P8EmfKuInuyvWH51YXwTQ	Shmoxd	393000	55	42198.0
Entertainment	2012-12-17	UColzdN6SQPlV3vIQ5XUzZ-g	Shmurdee	10600	13	887566.0
Music	2010-09-20	UCtHY_7BXK9Bn3Dp3cjBgCLA	SHMVEVO	1554362	11	9803.0
Gaming	2014-10-13	UC4jOVIDDfiSo_8Ywrdqb95w	SHN Survival Horror ...	232450	580	71564.0
Gaming	2015-09-07	UC2LoEhREvRHFMQyE0Tem9NA	ShneorPlayz	121000	190	113804.0
Entertainment	2006-11-23	UCS2P0xawLDZHWFyBymVOK1A	shnobel	44900	2383	312483.0
Pets & Animals	2010-12-18	UCsCFq6T-ut6mRvC5MlZmjkw	Sho Ko	246000	286	73670.0
Music	2017-04-27	UCkOVK-tMYtEITJkzsnm-uUg	Sho Madjozi	54000	18	178658.0
Gaming	2009-04-02	UCmbAgfJuE5r91GYS4iyv9mA	SuperMrAmazingPants	11137	2681	916155.0
Music	2010-01-18	UC4XPcrctDV7SnX3qjCw1pfQ	SuperMusicazz	226000	698	79855.0
Entertainment	2009-11-25	UCSkKAqmw8DZjU2A-Fupl1_Q	Supernanny	2337886	981	5053.0
Gaming	2012-01-01	UCDNPKUMih_g3zGRdwsCCiKQ	SuperNardful	19534	320	553616.0
Music	2017-01-22	UCSESBy21jWtUevR1QIl-Raw	SUPERNATURAL BRAINWA...	133000	95	118429.0
Film and Animation	2013-12-28	UCJs0srWHzu9BcvV4N9euYaw	Supernatural Convent...	33900	381	378255.0
People & Blogs	2015-03-06	UCdPpGDQJAKStJ1URmJDxQpQ	Supernatural Convent...	112000	122	148394.0
Gaming	2018-01-10	UC01BXM3HTneoEiimOKj5j2g	SuperNova GamePro Gi...	10000	187	927075.0
Entertainment	2013-08-25	UCOMqrJAkndTRmkwIWSEQ0dA	SuperNovaStudios	155624	149	104269.0
Music	2014-08-19	UClRNisEaN8khsrLVQ4Jw4_Q	Supernusantara Video...	10998	733	
Music	2017-04-10	UClJQnoOul7nw5DIVg2ur4ew	SuperorganismVEVO	41100	17	347536.0
Entertainment	2016-07-04	UCfZ-WnILu42HXT-nZucdc9w	SuperPanda Reacts	33900	331	368054.0
Music	2009-01-20	UCU8a8zZneOkVXe251U_tNSA	Superpiu CIASHOW	625000	2052	26670.0
People & Blogs	2018-07-07	UCalFPL7J56rx_KQYcaAxd0A	superpoizero	132000	397	120610.0
Music	2012-07-19	UCZXhb-x-AJ2iLrbj2fvD23Q	SuperpopCoMusic	44000	404	314164.0
Gaming	2014-01-31	UC44wBaqrEQBF1qRJrgPKRZw	superprime9	17600	289	606344.0
Howto & Style	2010-10-01	UCEGAltRg_F4kLi8Wejj8d4Q	SuperPrincessjo	820460	853	20675.0
Film and Animation	2012-05-27	UCUZIUyv-_KDAVS0ZB20kVlA	superprowaffles	41461	34	336758.0
Entertainment	2017-11-29	UCOML_53Y4X0haXoqy4OOAwQ	SuperRacoonBros	47000	391	278190.0
Howto & Style	2010-05-15	UCKy8UiG_NjxDl581q1sU5zw	SuperRaeDizzle	1170000	172	12787.0
People & Blogs	2015-10-16	UCbIXcDTkMTvOL5WeKidaG6A	Hi F3licia	44400	56	296483.0
People & Blogs	2014-10-09	UCtH1On_DB3rf4jWx2sOopxA	Hi I'm Elísabet	21100	73	563287.0
Entertainment	2010-07-09	UC_tbZnjIYcGZ8XVqAUePjEg	Hi I'm Haley	95000	94	173459.0
Entertainment	2014-06-05	UCRtHvUqrz5qdA-a8K9QkmJA	Hi I'm Mimi	224000	49	80795.0
Gaming	2015-12-17	UCv15TN2zf239kI0vqzAlGlA	Hi im Coconut	604000	737	26798.0
People & Blogs	2016-10-11	UCzP-NeZGFOp44-2EpuRtO8Q	Hi marylu	229000	84	70257.0
Entertainment	2014-12-09	UCsmviJKUnA_zVlKRz8VJx9Q	Hi NoMaD	58600	54	253489.0
Gaming	2016-03-22	UCZB0J8mVXqPe3ej6UYlS4DQ	Hi Patrick	2590000	149	3258.0
Film and Animation	2012-05-10	UCvoQ2QzfwzoYU4OV8bPcDhw	Hi Pencil Studio	784000	1238	19949.0
People & Blogs	2015-08-24	UC4CGaUYEQicCwv8MC9vHeXw	Hi Play Doh	15800	29	665204.0
Sports	2009-11-10	UChXHINpB6CRUVn6vxesmiLQ	Hi Power Cycles	25100	103	496269.0
Music	2014-03-28	UCBhSzBje1Tm5UbNJ9vYXTgw	Hi Profile	13747	125	720723.0
Entertainment	2007-12-22	UCL-dxgOM8Kw-zqBLrX9iI7g	hi tec & fashion	15100	38	738738.0
Music	2011-03-31	UCXIa3lhJtsfH9Y23xPRUGGA	HI*Sessions	289000	816	57107.0
Entertainment	2016-03-04	UC0lq8TJi-nuHikpkSA89SOw	Hi, I Think I'm Real...	22900	112	537325.0
Gaming	2015-06-08	UC_G4uW-U0LcCsWis37D6xHg	Hi,Its Vivian!	15200	73	710939.0
Entertainment	2012-07-31	UCdVou-K8PKJIHPbqM3CzmAA	Hi-5 World	380000	1148	45107.0
Science & Technology	2009-10-23	UCVrSYkR10_JxMM7S64ZVSMw	Hi-Fi Insider	54100	552	269528.0
Science & Technology	2011-09-05	UCIf66K5KW8rSzabjTGGBjwQ	Hi-Tech Mail.ru	105563	591	159056.0
News & Politics	2017-02-12	UCrg0-urZtt8U0eFS3kq3cZQ	K-BUZZ	305000	20	59715.0
Music	2017-07-01	UCZaTZL0I081HoXWVIy9H9Mg	K-DAN	43500	196	253276.0
Music	2012-02-02	UCBn_qlkiEfvplWDL8WT1CFQ	K-HOLIC	18563	194	627409.0
Entertainment	2008-04-24	UCwGTY5sOiTeN29iOXrfA92w	K-LOVE	256000	675	70673.0
Entertainment	2013-02-11	UCoJMEpgvdODaZSwe1tDmg3w	K-LOVE Fan Awards	11583	152	825510.0
People & Blogs	2018-03-03	UC6kTy-xWQj7RUBn7TL5OI2A	K-Lover	34200	109	361705.0
Music	2014-09-29	UChvxK13D0jf2_vh5UmjyAfQ	K-MODO	14600	44	652595.0
Pets & Animals	2007-01-16	UCH9jOdlOZVUp_hIhYglqP_g	K-N-S Farm	33600	962	385735.0
Music	2013-01-31	UCeSiYCTrKEk3WrTSkwF8Z7Q	K-POP 4 LIFE	25914	554	471020.0
People & Blogs	2016-10-12	UCulW4U-OtTd7RiIys1yQvqQ	k-pop bts	43171	627	317590.0
Music	2014-11-04	UCgVrsAGkza0rBjMU90NbdRA	K-POP CHART KPC	19994	888	582090.0
Howto & Style	2013-03-04	UCuR1ekIh-wb_ya4_WADKUhw	K-Pop Dance Mirror	810000	384	19836.0
Entertainment	2016-08-29	UCjKbv6LaHk81IHhwNcI645A	K-Pop Games	169000	462	98748.0
Entertainment	2014-07-29	UC0-3LtEFq7Hd_ydneEM8ErA	K-POP MUZIK	194000	238	86919.0
Entertainment	2016-02-17	UCIve5jYVaJUlU8ztaanWttg	K-POP ZONE	16000	25	650226.0
Entertainment	2011-09-17	UC4scFHWJAe0zvbf4qi9sPTg	K-POP'ерская �...	13900	204	773028.0
Music	2016-07-08	UCXbWyA6SMD-hWxgO429Ppfg	K-POPPIN CULTURE	33000	300	396623.0
Gaming	2017-04-15	UChWqcRcwdsD-pB_3-qPDAOQ	K-School Girls Simul...	20100	92	436999.0
Music	2006-08-25	UCdf3sJh2c7lao-Apz42rtKg	Gary McDuffee	94700	493	164310.0
Nonprofits & Activism	2008-04-16	UCn69KK7NvjJngJR9XP_smFw	Gary Null	28100	471	455808.0
People & Blogs	2014-12-12	UCPZ3NSyI9G5BGzNKU_iEmMA	Gary Orsum	82100	343	198235.0
Entertainment	2008-04-10	UCEiJQ6Uohu1mUHMIoCiOlPw	Gary Owen	144000	255	111339.0
Howto & Style	2013-08-09	UCAPRtyacJ69AUdb7o-TZLSw	Gary Pilarchik	61400	240	228195.0
Howto & Style	2011-06-18	UCptL6_qMImyW_yZwiMjQdpg	Gary Pilarchik (The ...	269000	881	65359.0
Comedy	2014-02-27	UCLcSXcFT1e-R_cOWU670-Kw	Gary The Goat	160000	749	107625.0
People & Blogs	2013-12-05	UCfHJe1XCvPckXPcgKh2V-5A	Gary Turk	120000	19	143999.0
Education	2016-05-25	UCl-KxDRAaoZGW9HGed_hD8g	Gary Vaynerchuk Fan ...	195000	138	71403.0
Music	2011-06-06	UCZrrfYX1hUFfKSZPnQydP4w	Gary Washington	116656	14	133959.0
Travel & Events	2014-02-22	UCbVljAgOpxgz9kY7tdNZOaQ	Gary Yost	10900	127	896184.0
Film and Animation	2014-01-19	UCerQaVkZZmSAcMMPPz5tDZQ	Gary Гари Yuri T...	12700	268	700510.0
People & Blogs	2007-09-18	UC2X_0ca4uVbjkMdOAL2s1QQ	Gary20O	27400	761	438005.0
Music	2009-05-12	UC49nX2rl0oOZ7Dwdta7vT9w	GaryAllanVEVO	246744	39	66250.0
Music	2009-10-15	UC_PRTMG1ZSzUbvxscWVniug	GaryBarlowVEVO	129000	25	119757.0
Music	2008-07-12	UCqOvoj8ToHKN5YzyBGZCgUQ	garyclarkjr	211741	122	78671.0
Howto & Style	2007-10-25	UCR2t0V_fmCTDWBfPAj4pYCg	garyipip	66500	90	213414.0
Nonprofits & Activism	2011-04-29	UCXpGxlBYagBuRkMLm0eMgxw	GarySiniseFoundation...	10800	217	834260.0
Travel & Events	2009-07-11	UCsmUllFndjf1Ku9fQvSZY5Q	Top Goals	24100	253	253470.0
Travel & Events	2012-12-02	UCJz6Dtq1ryNv6KBSfjAjfCA	Top Gun Bikes	12500	225	773757.0
Comedy	2012-05-06	UCpyBuiFNGFu1les_u-gOaWQ	Top Gun Jimmy Contro...	10500	31	964448.0
Howto & Style	2014-12-23	UCRmSRE-oinSPFEqpWYOLCqQ	Top Guns	141000	329	121749.0
Entertainment	2019-03-04	UCM7970FXAG68e49D0FOkS6w	Top In Viral	111600	41	141065.0
Comedy	2016-08-20	UCjEh8dlo4GAiM49YpxruY8w	Top Kek	221000	12	75964.0
Entertainment	2016-06-09	UCKrGKOLxQ-8DW4zv7E690_w	Top Kids Gamer in th...	41500	624	316320.0
Science & Technology	2014-11-15	UC7t6FZ5U17ruEXRH1WRxcTQ	Top List	313000	120	57778.0
Entertainment	2017-02-10	UCZYng68YRptjtNJRxUpHLyA	Top List 4U	45600	149	312167.0
Entertainment	2016-11-30	UCNUGa52iPJgs-YxX093YfUw	Top list Provider	258000	456	52273.0
Education	2014-03-31	UCpOlCpYDCelxVJWtbZsYOmQ	Top Lists	732000	344	23918.0
Music	2018-03-27	UCpOufOtoWVc-RjTvI5idXkA	TOP LYRICS - TV	109215	17	130983.0
People & Blogs	2017-01-09	UCR09wFnNyYG5bB-AvvZHrSw	Top Media News	414000	2365	38846.0
Howto & Style	2014-11-25	UCSnzTkI-0TIV6QmlhNURp8w	Top Model & Dance	13700	19	778987.0
Education	2014-01-12	UCSDhPOwItNEgoHHXy4jIG2Q	Top Most Rare	315000	207	58187.0
Entertainment	2007-06-09	UCDBijyXH0BvDPZR31T_DeAw	Top Mouse Trap	185000	74	91034.0
People & Blogs	2018-04-03	UCa6xewpCrQGGgkuSfH71VCQ	Top Movies GamesTv	16400	57	696725.0
Gaming	2010-12-18	UCb61LvtKBNC1MO6v7t2Hx-Q	BjCanDive	205000	479	80457.0
Gaming	2014-01-20	UC0gOda-y9rDv9FlRDwBKDug	Bjergsen	576000	139	28380.0
Entertainment	2015-08-22	UC75ZtbkA39be5epzNhF0cvw	Bjfrombruv	76400	158	197434.0
Film and Animation	2016-06-20	UCE_0zvmu1pMYZAgqyjW6qsQ	Bjgtjme - Full Lengt...	499992	808	28087.0
Sports	2011-05-21	UChnFQB2zd24kr2C-1nOn6Ow	BJHoldsworth	28300	44	428678.0
Sports	2014-12-20	UCAqme-CE-yLm01BV5nUjPPA	BJJ Fanatics	50900	546	265172.0
Sports	2006-06-30	UCzVfE2dUh3oTSZEVWyEgs0g	BJJ Joe	50100	226	283696.0
Sports	2017-05-22	UCORckTrWyt2YEmfIkc1B-zA	BJJ World	42100	244	297175.0
Sports	2013-04-22	UCxfojO_vFixa73v2M7OP-Lw	BJJSCOUT	97223	329	167156.0
Sports	2012-01-17	UCOaXAuXgRTM-BSQYl0OFGrw	bjjstylemagazine	11200	59	851127.0
Film and Animation	2012-06-28	UCHB4ImGubr9MBoe9fs_gSEg	BjK Productions	31700	250	398747.0
People & Blogs	2015-10-06	UCoWHUkZf4bATsTlnqcNVPfw	Bjlife	1560000	209	6668.0
People & Blogs	2016-01-26	UC95m7aBYo7wgNCoHb1ojQYw	Bjorn Andreas Bull-H...	113000	211	91793.0
Travel & Events	2008-10-23	UCD8GawxPXpJnql466KekVXA	Bjorn TV	31300	1079	415193.0
Gaming	2016-02-23	UCoVIh3egdRSnpV_O_sxRTUA	BjornBee	13900	249	783710.0
Gaming	2016-10-11	UCe1ZGw7-rOh-BpigrX1zYOg	BjornTheBear	171307	101	95006.0
News & Politics	2015-06-17	UCMPHUYgfD0hNX07KqPRN5kg	BJP4Bengal	65900	784	222884.0
Entertainment	2013-01-08	UCh7kXF6HwKgX--ByiWfN7-w	SalmanXavier	1070000	10	15795.0
Music	2013-07-22	UCeUme4ODz03aMX72dZWXsFw	Salmo - Topic	31600	171	419205.0
Education	2011-08-03	UCuTa_EZl2A8I1DVO_gQ3RzQ	Salmon Raju	262000	91	63772.0
Comedy	2012-02-03	UCivHZmJcD6mvSrpkI9k9htg	SalmoN TheBrownFish	1230000	59	12284.0
Comedy	2011-10-07	UCpnhVr_DSy5_nZk1qJdzprQ	Salmon ThePutimaas	432351	44	41906.0
Music	2015-11-30	UCdUTdmpsEjAEULn71I4yGXA	SalmoOfficialVEVO	359453	18	51739.0
Entertainment	2015-01-07	UCPFJHdOHRPuGmJAgRzxnshQ	Salo Gonzalez	10034	53	967857.0
Music	2011-09-05	UC3MuF5YbMHm8861VmHbcgdQ	Salomé Camargo	146000	57	
Entertainment	2017-06-12	UCMjqpvB38qoyxCr-afvI4NA	Salome Emani	177000	280	88423.0
Entertainment	2018-03-15	UCJJCZiLamQZLn0-R7zlvDSQ	Salomon Ahn	86100	59	
Music	2014-01-30	UCfDAWvOyrOKWsqaiWrHNvGw	Salomon Lira	11300	52	622917.0
Sports	2011-07-05	UCCH7Ny59oLRGfw3imhL0d7A	Salomon TV	129000	390	121479.0
Gaming	2015-04-21	UCekeHLY2xpfjcGq_3gHFaTA	SALOMON [CLASH OF CL...	57700	926	230889.0
Autos & Vehicles	2010-04-28	UCiGMIk8oeayv91jjTgm-CIw	Salomondrin	1620000	652	9125.0
Sports	2007-10-31	UCwRFCFmaENDyhnW7h_myZxg	SalomonFreeskiTV	110000	268	151094.0
Sports	2009-05-27	UCdI5i_U9v6yfYsBu8R84TOA	SalomonTrailRunning	101980	239	163140.0
Howto & Style	2010-05-08	UCVDTkbPWm9Fl2uxdHje5ezg	SALON 11	30200	18	367393.0
Howto & Style	2014-08-26	UCqpWaOTnw5PXw7RnxQFFgsw	Saloni Maathur	12837	114	780538.0
Music	2011-10-10	UCNv-5KgD4Kf0acd_MKW6KkQ	Saloni Rai	14000	80	717323.0
Entertainment	2013-09-27	UCUvD3Jqxa4pZ2Qr4gJ5-p7A	April Lilly	32598	383	380040.0
People & Blogs	2015-09-19	UCfx94k7lQFo9RJAEka1mN3A	April mandre sanusi ...	51400	286	238654.0
People & Blogs	2010-02-27	UCigQ7NmgIF8aRuEEcuZMLvw	April Maroshick	13300	204	787168.0
Howto & Style	2008-10-13	UCrXLUSH764EHz_9ybGc98iQ	April Mason	30300	284	400389.0
Travel & Events	2015-10-31	UC_AM0OPQy-RAFjEg07y3EVA	April Nego	52800	80	257746.0
Howto & Style	2012-06-30	UCkJ9QorASeQPu84kDF47mjw	April Numamoto	128016	14	130459.0
People & Blogs	2015-05-25	UCzjVzXft4T_iORQtY4El39w	April Tandy	25500	152	463398.0
Howto & Style	2012-09-24	UC4v2tQ8GqP0RbmAzhp4IFkQ	April Wilkerson	1040000	262	14988.0
Film and Animation	2014-01-04	UCfvSURnD8ibefcs1VRfQjCQ	April Wind	10800	35	838107.0
Music	2017-11-15	UCV0A2VeScCoxiMhsA2kiIKw	April Yang	345000	94	36409.0
People & Blogs	2016-03-29	UCTQzUdgvWMbfCZxEgYLaXyQ	April's Beautiful Me...	65000	186	221089.0
Howto & Style	2015-08-19	UCsv74sb6o5yVpRicA215gEQ	April's Home	10569	770	936863.0
Howto & Style	2009-06-05	UC2QS1dw4h3Eu89rwSr7nMng	AprilAthena7	695000	816	25487.0
Howto & Style	2015-04-20	UCEOYBmMrMghcXl0Lw-t286g	AprilFlower Arts	75500	169	200076.0
Sports	2008-06-23	UCUOwuCsyq0So1oJQGMzXMqw	Aprilia Official	20100	281	528777.0
Howto & Style	2011-11-26	UCfQwtGyqXtdieIY61FDQ-gw	Apriliani Maulana	22800	228	508639.0
Howto & Style	2011-08-09	UCwRDh-6dG3nPNPhkV-f88dQ	AprilinaLindsay	15500	30	711258.0
People & Blogs	2013-07-23	UCwsaI0SG82I59jibp1eO-qg	Aprilius Maximus	23200	534	481016.0
People & Blogs	2013-01-27	UC1wpYTu2dLT6U2kxqOWQeew	AprilJustinTV	356000	1689	52333.0
Music	2012-01-04	UCX0chSJNzKxIV1ZxWWvWHPw	AprilStudios	92700	73	174356.0
People & Blogs	2016-04-17	UCE_1N4snmL1zj6b1_2bVL8w	PlanetApes	905000	87	18559.0
Entertainment	2015-04-09	UC9raRQKfSKIekED4aN6Z_Fg	PlanetCraft: Block C...	149000	38	111810.0
Gaming	2014-09-27	UCYPe4nOymFwkoG3GxIFc5YQ	PlanetDestiny	463000	2431	36580.0
Howto & Style	2014-08-13	UC9Jy9gFn20-8IvmxywgWjxQ	PlanetEris	66000	102	195274.0
Entertainment	2017-11-27	UCYCx85QQ1pieyZxnNrc9JVA	PlanetLoey 1485	10800	423	832430.0
Comedy	2013-11-01	UCSUGK1ssG04GWF60AZrRzMg	planetparle	42700	57	323300.0
Sports	2009-10-04	UCe4wBYF-nKfPyWJT4JeK-Ug	PlanetRobbyDotCom	13600	168	723534.0
Music	2007-06-05	UCq5aTWMw1bH7eoT5ijEBQ6w	PlanetSaxon	14727	104	649725.0
Nonprofits & Activism	2007-09-04	UC3z9rRoiie3RXzhUxv1Bdqw	planetshakerstv	880000	397	17633.0
Entertainment	2017-06-01	UCnckzBauxc1mOvajjrpII-w	planetshipper	106948	640	151168.0
Gaming	2011-02-04	UCeDczpHL6Mm-XrfT0ldALjg	PlanetSide 2	95600	230	161959.0
Music	2009-05-26	UCG3uiuJj_En_DQlZegbV9QQ	Planetworks TV	207058	391	75687.0
Entertainment	2016-01-08	UCNztNpU3j_zycg-TOHNonwA	Planetworm Riddles &...	234000	30	70365.0
Education	2009-04-01	UC_c84W8uc_Shnw1Q-Zms39A	Plank Road Publishin...	23300	651	472687.0
Nonprofits & Activism	2006-10-08	UCkNJfjuNyIopt8UyC5ofhwg	Planned Parenthood	46900	473	283860.0
Howto & Style	2012-03-26	UC6WZGzWb30NKcU-QK2ldy7w	Planner 5D	17973	33	592712.0
People & Blogs	2014-02-28	UC0kpLCuJ745FfLwjCiO7IbA	Planner holics	20986	96	544878.0
Entertainment	2018-05-28	UCCAnyPzMDztzmNGGH8Knmxw	Planning with Bumble...	19000	309	489118.0
People & Blogs	2016-11-22	UCuk2aSNx7ZLdbl0fOybLLKg	PlanningPeep	12200	189	781708.0
Howto & Style	2013-07-08	UCvAiAY4gFc9_z5lhMuwGtSw	planningwithkay	96700	56	161190.0
Music	2006-12-17	UC_p8C8DwrkjwI1uWsW_Dchw	Machinae Supremacy	20086	93	575164.0
Science & Technology	2017-08-05	UCpDMmWa_9V-Am08pLZd0_Jg	Machine Factory	460000	28	36438.0
