category_cc	join_date	channel	name_cc	subscribers_cc	videos_cc	subscriber_rank_sb	weights
Music	2011-11-30	UCIvqWqjC4aLvp7zI8hzARrA	Little Mix	12488383	251	349.0	2.0869999999999997
Film and Animation	2013-01-24	UCK9F8nycURBsR0YlrBsu1Ag	Jingle Toons	10300000	191	350.0	2.0869999999999997
Music	2011-01-11	UC3zVeAaoPEN1Tu25dW3G2Ig	Sonotek	12500000	8112	351.0	2.0869999999999997
Entertainment	2016-07-24	UCGdPm5Aq081vVD7ih9jZf6Q	FactTechz	10800000	206	354.0	2.0869999999999997
Entertainment	2013-07-30	UCHEf6T_gVq4tlW5i91ESiWg	REACT	12000000	1758	357.0	2.0869999999999997
Entertainment	2007-10-16	UCplkk3J5wrEl0TNrthHjq4Q	Kurt Hugo Schneider	12300000	505	361.0	2.0869999999999997
Music	2013-01-01	UC56cowXhoqRWHeqfSJkIQaA	Bounce Patrol Kids	10036815	160	363.0	2.0869999999999997
Music	2009-10-15	UCaHNFIob5Ixv74f5on3lvIw	CalvinHarrisVEVO	12500000	127	365.0	2.0869999999999997
Music	2009-10-15	UCm1dsgJNnhaLkY3uAdqN4mA	ChrisBrownVEVO	12400000	213	366.0	2.0869999999999997
Gaming	2013-03-19	UCh7EqOZt7EvO2osuKbIlpGg	Lachlan	12100000	3264	368.0	2.0869999999999997
Music	2007-05-20	UCyC_4jvPzLiSkJkLIkA7B8g	Lindsey Stirling	12000000	125	369.0	2.0869999999999997
Gaming	2009-08-22	UCo_IB5145EVNcf8hw1Kku7w	The Game Theorists	12000000	515	370.0	2.0869999999999997
Gaming	2009-11-28	UCke6I9N4KfC968-yRcd5YRg	SSundee	12200000	2263	371.0	2.0869999999999997
Gaming	2007-05-24	UCClNRixXlagwAd--5MwJKCw	H2ODelirious	12100000	1915	374.0	2.0869999999999997
Education	2010-01-04	UC1zZE_kJ8rQHgLTVfobLi_g	The King of Random	11900000	999	376.0	2.0869999999999997
Entertainment	2005-12-16	UCn8zNIfYAQNdrFRrr8oibKw	VICE	11700000	2755	377.0	2.0869999999999997
Gaming	2013-05-24	UCC-RHF_77zQdKcA75hr5oTQ	FGTeeV	12100000	1276	378.0	2.0869999999999997
Entertainment	2013-03-25	UCtylTUUVIGY_i5afsQYeBZA	Lyrical Lemonade	11000000	341	380.0	2.0869999999999997
Entertainment	2010-04-09	UC5nc_ZtjKW1htCVZVRxlQAQ	MrSuicideSheep	11800000	2397	383.0	2.0869999999999997
Music	2012-10-22	UCRzzwLpLiUNIs6YOPe33eMg	ChainsmokersVEVO	12000000	162	384.0	2.0869999999999997
Music	2011-02-05	UC-J-KZfRV8c13fOCkhXdLiQ	Dua Lipa	11000000	86	385.0	2.0869999999999997
Entertainment	2016-03-03	UChLN0bJgq6d15OK2HVB4YTg	SIS vs BRO	11000000	315	386.0	2.0869999999999997
Music	2008-07-21	UCe3yZzUwpmy2eKKmF9svX0Q	Jason Derulo	11800000	253	387.0	2.0869999999999997
Music	2016-12-01	UCxMAbVFmxKUVGAll0WVGpFw	Cardi B	11400000	39	389.0	2.0869999999999997
Music	2005-11-18	UCr8RjWUQ_9KYcIPmWiqBroQ	Jennifer Lopez	11761672	121	390.0	2.0869999999999997
Entertainment	2012-09-14	UCvpDeGlR5wLP9Z3Tb6K0Xfg	SAM SMITH	11682768	12	393.0	2.0869999999999997
Entertainment	2007-01-06	UC5BMQOsAB8hKUyHu9KI6yig	KBS World TV	10800000	37513	395.0	2.0869999999999997
Entertainment	2008-04-02	UCfLuMSIDmeWRYpuCQL0OJ6A	Kwebbelkop	11482867	4145	396.0	2.0869999999999997
Entertainment	2013-01-31	UCe_Fx4EZAgKjDz0aQ_Y7hSA	Got Talent Global	10100000	1386	397.0	2.0869999999999997
Gaming	2011-02-28	UCKlhpmbHGxBE6uw9B_uLeqQ	Sky Does Everything	11600000	1947	400.0	2.0869999999999997
Howto & Style	2007-02-02	UCWRV5AVOlKJR1Flvgt310Cw	Zoella	11600000	377	401.0	2.0869999999999997
Entertainment	2016-09-05	UCJZ5gFXzSZ9i-R1HEnS8U_A	Stubborn Facts	7467728	231	404.0	2.0869999999999997
People & Blogs	2010-02-15	UCtinbF-Q-fVthA0qrFQTgXQ	CaseyNeistat	11500000	1015	405.0	2.0869999999999997
Howto & Style	2010-04-08	UCjwmbv6NE4mOh8Z8VhPUx1Q	Rosanna Pansino	11600000	710	406.0	2.0869999999999997
Gaming	2015-01-04	UCw1SQ6QRRtfAhrN_cjkrOgA	LazarBeam	11500000	1107	407.0	2.0869999999999997
Music	2013-01-04	UC_A7K2dXFsTMAciGmnNxy-Q	Saregama Music	10396434	3097	409.0	2.0869999999999997
Comedy	2016-10-20	UCt4atlExw8aj3Bm79nv1fig	Round2hell	9500000	55	410.0	2.0869999999999997
Entertainment	2014-09-17	UCu59yAFE8fM0sVNTipR4edw	Masha and The Bear	6320000	394	413.0	2.0869999999999997
Music	2009-05-12	UCnyB9MYKRkSFK3IIB32CoVw	DemiLovatoVEVO	11800000	165	414.0	2.0869999999999997
Howto & Style	2017-06-01	UC2WuPTt0k8yDJpfenggOAVQ	Blossom	11300000	266	415.0	2.0869999999999997
Entertainment	2011-04-13	UCqdGW_m8Rim4FeMM29keDEg	FunToys Collector Di...	11700000	2849	416.0	2.0869999999999997
Entertainment	2006-04-29	UCIEv3lZ_tNXHzL3ox-_uUGQ	Gordon Ramsay	11300000	782	419.0	2.0869999999999997
Entertainment	2006-01-25	UCNdqe5zJ6k-i7XKoYWA4Z2g	Wassabi	11500000	940	423.0	2.0869999999999997
Entertainment	2016-07-11	UC4JCksJF76g_MdzPVBJoC3Q	ARY Digital	9460000	20901	427.0	2.0869999999999997
Music	2008-05-01	UCNApqoVYJbYSrni4YsbXzyQ	Aditya Music	9849294	16136	428.0	2.0869999999999997
Gaming	2014-05-23	UC9lSZSYpDDE18hoFA7YlBpw	Tfue	11323052	580	429.0	2.0869999999999997
Music	2008-07-07	UCiMhD4jzUqG-IgPzUmmytRQ	Queen Official	10600000	789	430.0	2.0869999999999997
Music	2011-07-13	UCF_fDSgPpBQuh1MsUTgIARQ	TheWeekndVEVO	11000000	44	432.0	2.0869999999999997
Gaming	2009-02-09	UC2t5bjwHdUX4vM2g8TRDq5g	League of Legends	11000000	1004	433.0	2.0869999999999997
Sports	2011-04-09	UCKvn9VBLAiLiYL4FFJHri6g	F2Freestylers - Ulti...	10700000	629	434.0	2.0869999999999997
Entertainment	2011-09-01	UCczFdwWpVEpoqb-eMm4c4dQ	Matt Steffanina	11000000	304	436.0	2.0869999999999997
News & Politics	2015-03-23	UCx8Z14PpntdaxCt2hakbQLQ	The Lallantop	9120000	9423	438.0	2.0869999999999997
Entertainment	2012-09-25	UCDo9msNItILnyF_Y2eHaNQg	RiceGum	10800000	317	439.0	2.0869999999999997
Entertainment	2014-02-01	UCS3VJQpFmLbBd5qsWci9KPA	Nao FunFun	11500000	50	443.0	2.0869999999999997
Science & Technology	2012-05-18	UCe_vXdMrHHseZ_esYUskSBw	CrazyRussianHacker	11200000	1411	444.0	2.0869999999999997
Music	2011-11-29	UC1SqP7_RfOC9Jf9L_GRHANg	AviciiOfficialVEVO	11300000	141	445.0	2.0869999999999997
Entertainment	2015-04-05	UC6sSkkemzPjmrzS0Y0V_2zw	Tiana	11100000	694	446.0	2.0869999999999997
Entertainment	2009-08-01	UC56D-IHcUvLVFTX_8NpQMXg	MrBrent98	9760000	315	449.0	2.0869999999999997
Entertainment	2006-05-19	UC-LPIU24bQXVljUXivKEeRQ	StarPlus	10200000	8582	450.0	2.0869999999999997
Entertainment	2013-03-05	UCWr4vlkj5xXQ4bSXNeTT2AA	Baby Big Mouth	11200000	3969	453.0	2.0869999999999997
Entertainment	2015-05-08	UCzeB_0FNcPIyUSjL_TL5lEw	AzzyLand	10200000	1207	455.0	2.0869999999999997
Music	2009-05-12	UCdI8evszfZvyAl2UVCypkTA	MileyCyrusVEVO	10606926	67	457.0	2.0869999999999997
Entertainment	2007-04-29	UCV1JuyDF9Re3HyXFGeqnC7Q	JesseAndMike	10400000	445	458.0	2.0869999999999997
Gaming	2006-11-27	UCpqXJOEqGS-TCnazcHCo0rA	theRadBrad	10600000	6376	459.0	2.0869999999999997
Entertainment	2012-03-23	UCIeNlITYK46VkR7yIuTL8GQ	Volga Video	10125104	33387	460.0	2.0869999999999997
Entertainment	2014-06-10	UCBwSufNse8VMBvQM_rCSvgQ	Morgz	10600000	600	461.0	2.0869999999999997
People & Blogs	2012-08-24	UC4-CH0epzZpD_ARhxCx6LaQ	The LaBrant Fam	10200000	369	465.0	2.0869999999999997
Comedy	2009-11-10	UCgefQJC5UgbWJHDxBqB4qVg	Jesse	10500000	255	466.0	2.0869999999999997
Entertainment	2012-07-04	UC70Dib4MvFfT1tU6MqeyHpQ	Preston	10500000	3601	467.0	2.0869999999999997
People & Blogs	2008-06-04	UCkXgEcpoTE4tHsebYBouWpA	Meghan Trainor	10707485	13	470.0	2.0869999999999997
Comedy	2008-01-31	UC1OFDlfdRb6ma1ZGZd07gWA	Miranda Sings	10800000	821	473.0	2.0869999999999997
Howto & Style	2011-07-25	UCAoMPWcQKA_9Af5YhWdrZgw	MyLifeAsEva	10500000	268	474.0	2.0869999999999997
Howto & Style	2017-12-03	UC03RvJoIhm_fMwlUpm9ZvFw	Crafty Panda	9238019	140	475.0	2.0869999999999997
Education	2014-03-13	UCHvoq_rGmOKJKGId1nD1V4Q	infobells - Telugu	8779986	263	476.0	2.0869999999999997
Music	2007-01-29	UCt-am4x4ZyeohfgM85qFgdQ	elliegoulding	10458907	69	477.0	2.0869999999999997
Education	2013-07-09	UCsXVk37bltHxD1rDPwtNM8Q	Kurzgesagt – In a ...	9630035	105	478.0	2.0869999999999997
Entertainment	2015-06-17	UCo6DJdltbIub80bLiyJRv3w	MrGear	10000000	873	480.0	2.0869999999999997
Gaming	2010-07-20	UCshoKvlZGZ20rVgazZp5vnQ	CaptainSparklez	10600000	5016	483.0	2.0869999999999997
People & Blogs	2013-04-09	UCay_OLhWtf9iklq8zg_or0g	As/Is	10600000	3932	484.0	2.0869999999999997
Entertainment	2012-02-23	UCX_uPA_dGf7wXjuMEaSKLJA	Aditya Movies	8402736	3974	485.0	2.0869999999999997
Entertainment	2014-11-24	UC-0D1RlSzcvBoODCKSoLl2g	Emily Tube	10100000	652	487.0	2.0869999999999997
Music	2016-01-26	UC3PdiRW5dUA4V70ueeR1eHA	zayn	10165801	11	488.0	2.0869999999999997
Science & Technology	2005-06-22	UCE_M8A5yxnLfW0KghEeajjw	Apple	9970000	291	489.0	2.0869999999999997
Comedy	2014-03-10	UCITqR49EAUY8i1vZtXTwe-A	Dolan Twins	10400000	249	490.0	2.0869999999999997
Music	2009-05-12	UCmKdSrwf1e8coqAzUsrVHZw	SiaVEVO	10200000	105	491.0	2.0869999999999997
Entertainment	2011-03-21	UC1r4VtVE__5K6c_L_3Vlxxg	fouseyTUBE	10600000	168	494.0	2.0869999999999997
Entertainment	2015-02-01	UCeV2O_6QmFaaKBZHY3bJgsA	Its JoJo Siwa	10200000	500	495.0	2.0869999999999997
Entertainment	2012-08-24	UCd1fLoVFooPeWqCEYVUJZqg	Matt Stonie	9580000	343	496.0	2.0869999999999997
Education	2014-03-13	UCHcn4Ux-sO9nzNu7rDsoQLg	infobells - Tamil	7040000	275	497.0	2.0869999999999997
Howto & Style	2012-10-07	UC0YvTCy1I4_a-3pn47_5DBA	SaraBeautyCorner - D...	10400000	113	499.0	2.0869999999999997
Entertainment	2009-11-18	UCnOVVuoLJ_1YY8A0V802wHA	RomanAtwood	10638666	117	500.0	2.0869999999999997
Gaming	2011-05-12	UCBw-Dz6wHRkxiXKCLoWqDzA	BCC Trolling	10600000	3785	503.0	2.0869999999999997
Entertainment	2006-03-26	UCwaNuezahYT3BOjfXsne2mg	Chad Wild Clay	9170000	334	505.0	2.0869999999999997
Entertainment	2015-05-12	UCx790OVgpTC1UVBQIqu3gnQ	★ Kids Roma Show	8819687	460	507.0	2.0869999999999997
Entertainment	2015-12-14	UCNzsYU0aWwjERj-9Y9HUEng	Little Angel: Nurser...	6570000	902	509.0	2.0869999999999997
Science & Technology	2011-10-20	UCY1kMZp36IQSyNx_9h4mpCg	Mark Rober	8610000	74	510.0	2.0869999999999997
Entertainment	2010-10-14	UCDCNmuaOXOo25Yn4mbMHhhQ	Talking Tom and Frie...	9800000	308	511.0	2.0869999999999997
Gaming	2010-09-04	UC1ieoHqKW-yYgDhLHIcx28w	TheSyndicateProject	9900000	3325	512.0	2.0869999999999997
Entertainment	2011-07-01	UCiBigY9XM-HaOxUc269ympg	Green Gold	8750000	697	513.0	2.0869999999999997
Music	2006-12-15	UCe4LM_eKc9ywRmVuBm5pjQg	Atlantic Records	9950000	1103	516.0	2.0869999999999997
People & Blogs	2014-05-05	UCBUVGPsJzc1U8SECMgBaMFw	BuzzFeed Multiplayer...	9860000	1802	517.0	2.0869999999999997
Entertainment	2011-08-18	UCe56RtxwepRSyZ-b--SedOw	dangmattsmith	9160000	575	518.0	2.0869999999999997
Entertainment	2007-02-01	UCvrhwpnp2DHYQ1CbXby9ypQ	Vijay Television	9714653	21831	519.0	2.0869999999999997
People & Blogs	2011-12-01	UCrqsNpKuDQZreGaxBL_a5Jg	Deji	9840000	1704	520.0	2.0869999999999997
Entertainment	2011-08-07	UC1KPy3cAAj0i0RIFC_SzjMg	VitalyzdTv	10200000	315	528.0	2.0869999999999997
Entertainment	2015-04-30	UCVbPnm-qCjH-8Yl1-k4BQkA	Ya - Alisa	9680000	49	529.0	2.0869999999999997
Science & Technology	2008-03-21	UCBJycsmduvYEL83R_U4JriQ	Marques Brownlee	9400000	1148	530.0	2.0869999999999997
Music	2012-01-23	UCpx_k19S2vUutWUUM9qmXEg	ImagineDragonsVEVO	10300000	108	533.0	2.0869999999999997
People & Blogs	2016-09-09	UCr8EWTz_8ljPyE27CiSbsGw	The World Adventures...	9670000	335	534.0	2.0869999999999997
Music	2009-09-05	UCBQZwaNPFfJ1gZ1fLZpAEGw	twenty one pilots	9727097	112	535.0	2.0869999999999997
Film and Animation	2013-09-09	UCFeUyPY6W8qX8w2o6oSiRmw	Official Pink Panthe...	8510000	504	536.0	2.0869999999999997
Education	2006-05-20	UCX6b17PVsYBQ0ip5gyeme-Q	CrashCourse	9800000	1160	537.0	2.0869999999999997
Entertainment	2014-10-18	UCkK0XNKXOvFkH66AS6jrCCg	ToyScouter	9582992	325	541.0	2.0869999999999997
Entertainment	2009-07-21	UC-F6LZSWz34xKknY8NNCzgQ	PDK Films	9590000	134	542.0	2.0869999999999997
Entertainment	2013-04-24	UCwjoPtSoNLAoX2sLBaKLYng	Toys And Funny Kids ...	10200000	3655	543.0	2.0869999999999997
Film and Animation	2006-07-24	UCbKWv2x9t6u8yZoB3KcPtnw	Alan Becker	9030000	92	544.0	2.0869999999999997
Entertainment	2009-06-08	UCc6W7efUSkd9YYoxOnctlFg	Bethany Mota	10200000	483	545.0	2.0869999999999997
Entertainment	2016-11-23	UCJg19noZp7-BYIGvypu_cow	Voot Kids	6557755	1346	546.0	2.0869999999999997
Education	2013-12-06	UCR-foyF-C6VuAlwy3KZMkgA	Dr. Vivek Bindra: Mo...	9580000	407	547.0	2.0869999999999997
Comedy	2009-09-03	UCWXCrItCF6ZgXrdozUS-Idw	ExplosmEntertainment...	9980000	579	548.0	2.0869999999999997
News & Politics	2007-06-19	UCIvaYmXn910QMdemBG3v1pQ	Zee News	9280000	102648	549.0	2.0869999999999997
Music	2006-05-19	UCpmD3iT-8TQzRuygIiS9bAw	Conor Maynard	9510000	260	552.0	2.0869999999999997
Comedy	2006-12-01	UCazMm3tOCkYrIGE_17j0mVg	Bart Baker	10100000	288	553.0	2.0869999999999997
Science & Technology	2015-05-01	UCAL3JXZSzSm8AlZyD3nQdBA	Primitive Technology...	9797999	48	554.0	2.0869999999999997
Music	2013-03-04	UC09d82usokACH1z5YeKnfiA	FifthHarmonyVEVO	10139227	87	556.0	2.0869999999999997
Science & Technology	2008-11-25	UCXuqSBlHAE6Xw-yeJA0Tunw	Linus Tech Tips	9160000	4700	558.0	2.0869999999999997
Music	2006-12-20	UCE5yTn9ljzSnC_oMp9Jnckg	P!NK	9359053	10	561.0	2.0869999999999997
Music	2013-11-21	UCmS8VxPXxv4ToYpw0Yc2PQA	LetsGoMartin - Nurse...	8720000	250	567.0	2.0869999999999997
Entertainment	2008-04-27	UCdAt_KUKt0g9ZRQ7gwKaN3A	Ranz Kyle	9277283	263	568.0	2.0869999999999997
Music	2009-05-12	UCVWA4btXTFru9qM06FceSag	PitbullVEVO	9930000	195	570.0	2.0869999999999997
Education	2014-12-04	UC6zhI71atP7YLoZyIyCIGNw	Dave and Ava - Nurse...	7820000	439	573.0	2.0869999999999997
Science & Technology	2011-09-06	UCqsS8fU6yVxrJr5y_CoUn3w	HaerteTest	5890000	345	574.0	2.0869999999999997
Entertainment	2014-09-02	UCPcynnZcILjm0e2aaaTuCjw	Talking Angela	8470000	129	576.0	2.0869999999999997
Sports	2011-02-01	UCI4fHQkguBNW3SwTqmehzjw	DALLMYD	9010000	488	578.0	2.0869999999999997
Music	2005-10-08	UC_k8KFBzEf0uQ8LRFSAgSUA	Avril Lavigne	9509570	117	579.0	2.0869999999999997
Entertainment	2008-05-26	UCGt7X90Au6BV8rf49BiM6Dg	Ray	9770000	808	580.0	2.0869999999999997
Entertainment	2013-07-23	UCqFzWxSCi39LnW1JKFR3efg	Saturday Night Live	8750000	6873	584.0	2.0869999999999997
Entertainment	2011-09-29	UCoy3dQzEdq1y2zMnT4pdj3Q	SriBalajiMovies	8560660	19301	586.0	2.0869999999999997
Comedy	2007-01-14	UCpsSadsgX_Qk9i6i_bJoUwQ	Just For Laughs Gags...	9140000	4308	587.0	2.0869999999999997
Music	2009-08-17	UCQznUf1SjfDqx65hX3zRDiA	DrakeVEVO	9730000	38	588.0	2.0869999999999997
Entertainment	2011-09-04	UCDLmS9vkPcTz3cAc-c9QIzg	Tanner Fox	8980000	1125	589.0	2.0869999999999997
Music	2012-01-17	UC9YcTIQuhwgoOQqYMKYqW9A	Migos ATL	9311270	68	590.0	2.0869999999999997
Howto & Style	2012-10-19	UCTTJMptGhfJA67e40DlqbNw	Karina Garcia	9100000	358	592.0	2.0869999999999997
Music	2007-11-03	UC2YnEq5Fc5_zEO6bo0oNzCQ	melanie martinez	8472482	68	596.0	2.0869999999999997
Music	2011-08-26	UCzL6rJhkoXkIt0fCv9T9_uA	Pop Chartbusters	8360000	1990	597.0	2.0869999999999997
Comedy	2014-10-30	UCj22tfcQrWG7EMEKS0qLeEg	CarryMinati	8036396	160	598.0	2.0869999999999997
Comedy	2006-07-11	UCzH3iADRIq1IJlIXjfNgTpA	Rooster Teeth	9580000	8222	600.0	2.0869999999999997
Gaming	2005-12-16	UC-2Y8dQb0S6DtpxNgAKoJKA	PlayStation	8960000	11582	604.0	2.0869999999999997
Entertainment	2014-10-29	UCbaGn5VkOVlcRgIWAHcrJKA	Cut	9010000	1101	605.0	2.0869999999999997
Film and Animation	2007-03-05	UCHCph-_jLba_9atyCZJPLQQ	How It Should Have E...	9270000	355	608.0	2.0869999999999997
Music	2014-07-14	UCTNtRdBAiZtHP9w7JinzfUg	SonyMusicSouthVEVO	8090000	3746	610.0	2.0869999999999997
Entertainment	2010-01-11	UCi-5OZ2tYuwMLIcEyOsbdRA	Annoying Orange	8760000	1313	611.0	2.0869999999999997
People & Blogs	2009-10-26	UCGCPAOQDZa_TTTXDr5byjww	Joey Graceffa	9430000	1978	613.0	2.0869999999999997
Entertainment	2014-06-10	UCRNmk0RhyeoHOgcB5xxgqBw	NEXT9NEWS हर ख...	9010000	79428	614.0	2.0869999999999997
People & Blogs	2015-07-12	UCjmAh2qxmvWdH3xNPbg0IUQ	Jason Vlogs	8550000	328	615.0	2.0869999999999997
Music	2014-02-26	UCM9KEEuzacwVlkt9JfJad7g	Chill Nation	8960000	1191	617.0	2.0869999999999997
Film and Animation	2006-02-22	UCDsO-0Yo5zpJk575nKXgMVA	RocketJump	8880000	338	618.0	2.0869999999999997
Film and Animation	2012-09-27	UCUe6ZpY6TJ0no8jI4l2iLxw	Nick Jr.	8870000	2958	619.0	2.0869999999999997
Gaming	2011-07-29	UCj5i58mCkAREDqFWlhaQbOw	stampylonghead	9270000	3470	623.0	2.0869999999999997
Music	2009-05-12	UC07Kxew-cMIaykMOkzqHtBQ	LadyGagaVEVO	9290000	145	625.0	2.0869999999999997
Howto & Style	2012-09-03	UCuVHOs0H5hvAHGr8O4yIBNQ	Niki and Gabi	8990000	433	627.0	2.0869999999999997
Entertainment	2017-09-04	UCq8KR1lnewd5ZPx9_XKoubg	Johny FamilyShow	9250944	209	628.0	2.0869999999999997
Entertainment	2015-07-17	UCv5I8kinKQT_cBxhsscnlWQ	Toys Make Me Smile	8540000	90	633.0	2.0869999999999997
Education	2011-10-20	UCU_AsfgtKjwR4qaSwgsWn-w	infobells	6760000	339	635.0	2.0869999999999997
People & Blogs	2013-06-21	UCtZAaljDNIsIAIhwYYzvEiw	Eh Bee Family	8750000	747	636.0	2.0869999999999997
People & Blogs	2018-02-27	UC0Kgvj5t_c9EMWpEDWJuR1Q	DJ Khaled	8776788	13	637.0	2.0869999999999997
Sports	2006-09-23	UCblfuW_4rakIf2h6aqANefA	Red Bull	8850000	5708	640.0	2.0869999999999997
Entertainment	2011-10-03	UCvthuVsurPaVz2a7_4LepGg	Family Fun Pack	8490000	1554	645.0	2.0869999999999997
Music	2007-10-28	UC4pEp0mo54WhEBCTYvjVDJA	Jessie J	8850000	89	646.0	2.0869999999999997
Entertainment	2013-04-11	UCLysbxhOO_JPOPgcsPCMb8w	Niana Guerrero	7920000	157	647.0	2.0869999999999997
Music	2011-05-05	UCqk3CdGN_j8IR9z4uBbVPSg	Lana Del Rey	8702712	23	649.0	2.0869999999999997
Comedy	2006-06-14	UCUsN5ZwHx2kILm84-jPDeXw	Comedy Central	8540000	4818	650.0	2.0869999999999997
Entertainment	2011-12-22	UCl_P0sCqxOdQpMwuajdXkRg	Diana Roma Show	8545408	41	654.0	2.0869999999999997
Education	2012-05-28	UCC552Sd-3nyi_tk2BudLUzA	AsapSCIENCE	8800000	317	655.0	2.0869999999999997
Entertainment	2014-04-17	UCw5hxC9BldHV8cU8PgbNY9g	Kluna Tik	8520000	222	656.0	2.0869999999999997
Howto & Style	2006-12-16	UCe0TLA0EsQbE-MjuHXevj2A	ATHLEAN-X™	8520000	1049	657.0	2.0869999999999997
Howto & Style	2011-12-02	UCap97Ue8K_BpKlrvQRYd6JA	LaurDIY	9090000	652	658.0	2.0869999999999997
Entertainment	2011-07-01	UCsN8M73DMWa8SPp5o_0IAQQ	Tomorrowland	8470000	1285	659.0	2.0869999999999997
Entertainment	2006-11-15	UCp68_FLety0O-n9QU6phsgw	colinfurze	8460000	269	660.0	2.0869999999999997
Entertainment	2009-12-06	UC6gqv2Naj9JiowZgHfPstmg	HelloMaphie	8870000	474	663.0	2.0869999999999997
Howto & Style	2006-07-18	UCuYx81nzzz4OFQrhbKDzTng	Michelle Phan	8856703	250	664.0	2.0869999999999997
Entertainment	2013-05-03	UCMxtWuqP6Ktk1tsSZSstaug	Haryanvi Maina	8830000	1619	666.0	2.0869999999999997
Sports	2006-02-06	UC14UlmYlSNiQCBe9Eookf_A	FC Barcelona	7987048	8145	667.0	2.0869999999999997
Gaming	2008-08-24	UC2wKfjlioOCLP4xQMOWNcgg	Typical Gamer	8499078	2912	668.0	2.0869999999999997
People & Blogs	2009-10-09	UCqIqRzEge-Qvt4Iglx-uKdQ	Jen Smith	8950000	1881	675.0	2.0869999999999997
News & Politics	2009-08-08	UCj5RwDivLksanrNvkW0FB4w	GMA Public Affairs	6920000	20513	677.0	2.0869999999999997
People & Blogs	2017-01-15	UCZdGJgHbmqQcVZaJCkqDRwg	The Q	7620000	153	678.0	2.0869999999999997
Entertainment	2015-01-02	UCxJcrDUc8awRSLzLbnIiAmQ	And TV	7201369	20069	679.0	2.0869999999999997
Music	2006-12-25	UCBq5hp6DvwWam2XOXw6lYJA	Awakening Music	8150000	583	680.0	2.0869999999999997
Film and Animation	2012-12-11	UCYUQQgogVeQY8cMQamhHJcg	CinemaSins	8640000	768	685.0	2.0869999999999997
Entertainment	2013-01-28	UCXLw_h6bFfPOKbDJXDUjA-Q	Funny Stop Motion vi...	8776404	2437	686.0	2.0869999999999997
Music	2010-12-27	UCHcDpS0TXITVs0ZrBSIsEsA	Lokdhun Punjabi	7931602	1377	688.0	2.0869999999999997
People & Blogs	2011-11-09	UCbAwSkqJ1W_Eg7wr3cp5BUA	Safiya Nygaard	8350000	143	690.0	2.0869999999999997
People & Blogs	2013-09-22	UC_hoQDD6zKcIqpIYLsFbBeA	Mo Vlogs	8280000	1500	693.0	2.0869999999999997
Music	2013-05-03	UCHmk8iNJHvf5mGN6_pkPc7g	Emiway Bantai	7306412	100	697.0	2.0869999999999997
Entertainment	2016-06-13	UC78cxCAcp7JfQPgKxYdyGrg	emma chamberlain	8440000	202	698.0	2.0869999999999997
Comedy	2006-07-31	UCR-QYzXrZF8yFarK8wZbHog	Colleen Ballinger	8650000	968	700.0	2.0869999999999997
Music	2014-08-07	UCM1VesJtJ9vTXcMLLr_FfdQ	Coke Studio	7759491	376	703.0	2.0869999999999997
Music	2013-02-11	UCO9zJy7HWrIS3ojB4Lr7Yqw	Lil Wayne	8240000	116	704.0	2.0869999999999997
Science & Technology	2005-09-18	UCK8sQmJBp8GCxrOtXWBpyEA	Google	7890000	2271	705.0	2.0869999999999997
Entertainment	2014-05-24	UC64guZp8DXzqrIQ5OPedviw	HoomanTV	7880000	61	706.0	2.0869999999999997
Entertainment	2009-04-12	UC3ifTl5zKiCAhHIBQYcaTeg	Proximity	8460000	1417	711.0	2.0869999999999997
Entertainment	2015-05-19	UCiw97Iyd9CbAyr00D94v3tg	Yippee Toys	8090000	1846	712.0	2.0869999999999997
Music	2010-06-21	UCvhQPdeTHzIRneScV8MIocg	Clean Bandit	8240000	94	713.0	2.0869999999999997
Music	2013-07-15	UCaB_KyYOjfNHBm0f-TvBmiw	TrapMusicHDTV	7980000	637	714.0	2.0869999999999997
Music	2014-02-26	UCf3cbfAXgPFL6OywH7JwOzA	MeghanTrainorVEVO	8590000	60	715.0	2.0869999999999997
Music	2014-03-30	UCOCgB3xd-B-1qAm-hR9OLrA	Halsey	7360000	11	716.0	2.0869999999999997
Music	2009-07-02	UC-Eh1lR_tWVtv9AvxLybMtQ	Tyga	7537315	139	717.0	2.0869999999999997
News & Politics	2005-10-02	UCupvZG-5ko_eiXAupbDfxWw	CNN	7500000	146299	720.0	2.0869999999999997
Entertainment	2007-08-03	UCEY1ejsweY4DgMwOVJeEaBA	The X Factor UK	8050000	4460	721.0	2.0869999999999997
Howto & Style	2010-12-03	UCGwPbAQdGA3_88WBuGtg9tw	grav3yardgirl	8560000	1536	725.0	2.0869999999999997
Music	2006-05-14	UC-y8ci7xfsu4L3zkSuHae0A	Justin Timberlake	8260000	14	726.0	2.0869999999999997
Comedy	2008-03-10	UCN9wHzrHRdKVzCSeV-5RuzA	Shane Dawson TV	8475134	204	727.0	2.0869999999999997
Entertainment	2014-09-02	UCIohHXwCEKxWCLvAguJ-GjA	TRANS TV Official	6873568	35807	728.0	2.0869999999999997
Entertainment	2005-10-22	UCP-Ng5SXUEt0VE-TXqRdL6g	LEGO	7970000	20978	733.0	2.0869999999999997
Gaming	2008-02-17	UCWZmCMB7mmKWcXJSIPRhzZw	Miniminter	8210000	1659	734.0	2.0869999999999997
Music	2006-09-20	UCi4EDAgjULwwNBHOg1aaCig	OneRepublic	8086095	49	735.0	2.0869999999999997
